id,Company,Owner,Keep
7041505584,Netflix UK,grant@vamp.me,No
7041240596,Netflix,peiling@vamp.me,No
7041906515,Netflix,,No
7041179944,NetNames Limited,,No
11528612533,NetEase,,No
7041413427,Net-a-Porter,sales@vamp.me,No
7041473062,Net a porter,,No
9101484919,Net Talents,,No
7357140068,Nestoutwest,,No
7041875319,Nestlé UK Ltd.,,No
7041470498,Nestlé UK,nicholas@vamp.me,No
7041443113,Nestlé Purina Petcare Australia,alexandra@vamp.me,No
7041404466,Nestlé,,No
7041496753,Nestle Philippines,accounts@visualamplifiers.com,No
7041488654,Nestle Malaysia,accounts@visualamplifiers.com,No
7041443142,Nestle Indonesia,accounts@visualamplifiers.com,No
14951296423,Nesting With Grace,,No
10292506375,Nestcookies,,No
7041478720,Nespresso UK,courtney@vamp.me,No
7041477958,Nespresso - Nestle,alexandra@vamp.me,No
7041942419,Nespresso,,No
7041451362,Nespresso,karl@vamp.me,No
7041434985,Nespresso,,No
7041929642,Nespresso,,No
10066311975,Nerve,,No
9756042606,Nerdite,,No
8605875009,Nerada Tea,,No
9841015831,Neowiz,,No
7041525062,Neora,,No
7357055006,Neonroseagency,,No
8808027177,Neoneoworld,,No
9669910630,NeonVest,,No
7132759726,Neon Model Management,,No
7041886800,Neon Black,,No
7041470307,Neom Organics UK,grant@vamp.me,No
9882505352,NeoReach,,No
14951239998,NeoHippie,,No
7041531489,Neo Media World,,No
7352748388,Neo Group Limited,,No
9101495731,Nelly le Comte,,No
9771102767,Nele Schepe,,No
9538630833,Nektaria,,No
9682328322,Neilseniq,,No
7357176677,Neha Oberoi,,No
14950949272,Neghar Fonooni,,No
9771105298,Neeve,,No
10190511740,Neeuro,,No
15145163956,Neetu Bhatia,,No
7041157957,Neeo,aaron@vamp.me,No
10190455976,Neeman's,,No
14951256985,Nedsimesmedia,,No
7041470874,Nectar Loyalty UK,grant@vamp.me,No
7042029861,Nectar 360,,No
10053357490,Necestovka,,No
8744659499,Nebula: Horoscope & Astrology,,No
7041468745,Neal's Yard UK,grant@vamp.me,No
7041541193,Neal's Yard (Natural Remedies) Limited,,No
14951329881,Nc-Agency,,No
14951285371,Nazanin Kavari,,No
7357090149,Naysy,,No
14951239818,Nayradaelli,,No
7041235530,Navygrey,,No
7041551621,Navy.Paris,,No
7041393738,Navy Grey UK,grant@vamp.me,No
7041432643,Navigate Digital,gorgia@vamp.me,No
7041936181,Navigate Digital,,No
7352832599,Navesink Technology Group,,No
8780747166,Nautica,,No
7041452804,Nautica,gemma@vamp.me,No
8200300976,Naumi Hotels,,No
14951322999,Naughty Naturopath Mum,,No
14951235662,Naughty Boys,,No
7041486347,Natwest UK,grant@vamp.me,No
14951341362,Naturo-Paws,,No
8398043154,Naturisimo,,No
7041234734,Natures Way,steve@vamp.me,No
7041234829,Natures Organics Pty Ltd,alexandra@vamp.me,No
8421305263,Natures Organics,,No
8822152334,Naturebaby,,No
7041945969,Nature's Way,,No
8871465476,Nature's Path Foods,,No
7041197075,Nature's Own,steve@vamp.me,No
7041947258,Nature One Dairy,,No
7041215805,Nature One Dairy,lee@vamp.me,No
8504790658,Naturallytribalgroup,,No
7357054870,Naturally Nutritious,,No
7041961238,Naturalena Brands,,No
7041234724,Natural Selections,alexandra@vamp.me,No
9787899026,Natural Kitchen,,No
7041197192,Natural Force,jordan@vamp.me,No
7041502512,Natural Force,,No
14950902399,Natural Born Feeder,,No
7041218824,Natural Balance Foods,,No
7041442916,Natural Balance Foods,nicholas@vamp.me,No
8497565995,Natura Bissé,,No
7041983534,Natracare,,No
8461252208,Natonic,,No
14950931121,NativesOutdoors,,No
8786664481,Native Shoes,,No
8797147920,Native Instruments,,No
7663517827,National Youth Council Singapore,,No
10903917432,National Workforce,,No
7888505090,National University of Singapore,,No
7357244430,National University of Singapore,,No
7041478944,National Trust UK,courtney@vamp.me,No
7042029874,National Trust,,No
7147705710,National Rugby League,,No
7041234346,National Rail,grant@vamp.me,No
7747940428,National Parks Board,,No
7357259362,National Health Service,,No
7041540870,National Gallery Singapore,,No
7041392460,National Gallery Singapore,accounts@visualamplifiers.com,No
7041877615,National Foods Limited,,No
7041487007,National Food Products Company,karl@vamp.me,No
7041928886,National Beauty Distribution,,No
7041504904,National Beauty Distribution,grant@vamp.me,No
7041480230,National Bank of Abu Dhabi,,No
7041488389,National Bank of Abu Dhabi,karl@vamp.me,No
7041933438,National Australia Bank Ltd,,No
7041232969,National Australia Bank Limited (Singapore),accounts@visualamplifiers.com,No
7040931211,National Australia Bank,,No
7747853886,National Arts Council,,No
7041421886,Natio,emmaf@vamp.me,No
7041927995,Natio,,No
7357395968,Natinstablog,,No
10358073673,Nathvlogs,,No
14951263076,Nathan McCallum,,No
14951329685,Nathaliehelmer,,No
7357140000,Nathalie Vanden Berg,,No
9101532030,Nathaellabat,,No
7357153363,Nath Sawaya,,No
14951332429,Natemgroup,,No
14951266231,Natasha's Kitchen,,No
7843743086,Natasha Ndlovu,,No
8504764739,Natasha Denona Make Up,,No
14950971518,Natascha Lindemann,,No
14951299860,Natamelie,,No
7357395980,Nataly J Photography,,No
14950950204,Natalievijfhuizen,,No
11081129388,Nataliesiagian,,No
14951299373,Natalie-Monique,,No
9101570206,Natalie in the City,,No
9101468733,Natalie Willingham,,No
7352815725,Natalie Walton,,No
14951285551,Natalie Tombides,,No
8780786039,Natalie Rolt,,No
14951223719,Natalie Franke,,No
14950949252,Natalie Brady Health,,No
7041241088,NatWest,,No
14951232392,Nat on the rocks,,No
14951346356,Nat Torkington,,No
7041450667,Nat Test Project,anthony@visualamplifiers.com,No
9101581418,Naseyfamily,,No
9101514781,Nas Daily,,No
7041374503,Nars,alexandra@vamp.me,No
7041577099,Narrative,,No
14951334966,Naprapatiska Institutet,,No
7041403039,Napoleon Perdis Cosmetics,gemma@vamp.me,No
7041504077,Napoleon,gemma@vamp.me,No
9031343427,Napier City Council,,No
8411548294,Naot Footwear,,No
14951355263,Naomy van Beem,,No
7696815746,Naomi Neo,,No
14951321122,Naomi Findlay Pty,,No
9101600051,Naomi DSouza,,No
7886840972,Nanyang Technological University,,No
9804202425,Nano Nagle Place,,No
14950901871,Nanja Massy,,No
7357281286,Naniii,,No
14951000358,Nani,,No
7041489584,Nando’s,,No
7041909146,Nando’s,,No
7041520516,Nando’s,,No
7041441617,Nandos,alexandra@vamp.me,No
7041984619,Nando's United Arab Emirates,,No
7041478470,Nando's Singapore,accounts@visualamplifiers.com,No
7041974436,Nando's,,No
7939002998,Nando's,,No
14950943643,NancyAndersonFit,,No
7357084442,Nancy Straughan,,No
14950893633,Nancy Chalmers,,No
9618670894,Nanbanventures,,No
14951292984,Nana Acheampong,,No
9146246811,Namtradingdxb,,No
7041432578,Namshi.com,karl@vamp.me,No
7041424812,Namshi,,No
7357111951,Namrata Sehgal,,No
7041527154,Name Card Man,,No
7041968241,Namcobandaipartners,,No
9164252555,Nalla Design Ltd.,,No
14950902324,Nalicreations,,No
7357090311,Nakiesa,,No
7041424497,Nakheel,,No
7811026970,Nakedsundays,,No
8312545972,Naked Wolfe,,No
7041503342,Naked Wines,grant@vamp.me,No
7041963542,Naked Wines,,No
7041176848,Naked Tan,gemma@vamp.me,No
7041503541,Naked Hub,sales@vamp.me,No
8286476625,Naked Foods,,No
7041451580,Nak,gemma@vamp.me,No
9971452844,Najelorganics,,No
7041469718,Nair,alexandra@vamp.me,No
9101468821,Nails by Mets,,No
7041496698,Nails Inc. UK,grant@vamp.me,No
7041453487,Nails,,No
10190593321,Nagarro,,No
9395585444,Naefit,,No
9101451630,Nadsreviews,,No
7041504286,Nads,alexandra@vamp.me,No
7041196217,Nads,alexandra@vamp.me,No
7041488454,Nadler Hotels,grant@vamp.me,No
7041578862,Nadler Hotels,,No
14950929979,Nadjamayr,,No
9771137547,Nadineslife,,No
7357028163,Nadinemuller,,No
11471440265,Nadinemichel,,No
14950931261,Nadine Reinhard,,No
7357028155,Nadine Banks,,No
14951293035,NadiasHealthyKitchen,,No
7041576033,Nadia-,,No
7357061129,Nadia White,,No
14951295641,Nadia Lim,,No
14951292988,Nadia Felsch,,No
13008083492,Nadia Bokody,,No
9101591353,Nadia Aboulhosn,,No
9538459492,Nadeem Sarwar,,No
14950970133,Nadaobangkok,,No
7357084492,Nada E.,,No
7357061010,Nada Al Nahdi,,No
10281260954,Nacnic,,No
9684734547,Nablezon,,No
8489717349,Nabla,,No
14950927400,Naaya Wellness,,No
14951253830,NZME,,No
9396129601,NZ Ski Limited,,No
7041487425,NYX Professional Makeup (L'Oreal UK),grant@vamp.me,No
7041206694,NYX Professional Makeup,peiling@vamp.me,No
7041157722,NYX Cosmetics,gemma@vamp.me,No
7357160052,NYU college,,No
14951296362,NYLA Influencers,,No
10190491529,NXTDigital limited,,No
14950874704,NXT,,No
14950934695,NXT,,No
10190511734,NWTF,,No
6755296082,NVA SEG,,No
7041460863,NVA Group,grant@vamp.me,No
8397707368,NUXE,,No
8397996905,NUORI,,No
7041434039,NTUC Income,peiling@vamp.me,No
7886725477,NTUC Fairprice Co-operative,,No
7041461014,NTUC Fairprice,peiling@vamp.me,No
10066316719,NTUC Enterprise,,No
9101522233,NTT Plala,,No
10358133155,NTT Plala,,No
7041870223,NSW Government,steve@vamp.me,No
13302468869,NRG Esports,,No
10190462838,NRB Commercial Bank Limited,,No
7041521014,NOVELA International Pte Ltd,,No
10163616646,NOVASOL,,No
8379974526,NOTICE,,No
7357399552,NOT SAVING LIVES,,No
9253675437,NOSH INC.,,No
14950884986,NOS,,No
8780747162,NORSE PROJECTS,,No
14950915991,NORRIS NUTS,,No
9771133342,NORMAN KEUTGEN,,No
6917029397,NOOD Pet Food,,No
8358135695,NOMI,,No
7042006881,NOMADIC,,No
7888574344,NOID+,,No
14950915918,NODBOX,,No
14950944276,NOBREAD,,No
14951320628,NOA NOIR,,No
7041197975,NNCPR,,No
7041403140,NMPi Digital,grant@vamp.me,No
7041552678,NMPi,,No
9351039547,NM Insurance,,No
7664043543,NKF Singapore,,No
7041496443,NIXON,gemma@vamp.me,No
7242672718,NIUM Pte Ltd,,No
7041517593,NIPPON COLUMBIA CO.,,No
7041915146,NIPPON BROADCASTING SYSTEM,,No
8688588846,NIO Cocktails,,No
8786693124,NINE WEST,,No
9771141893,NIMMPLATZ,,No
7352824853,NIKOLIDAKIS GROUP USA LLC,,No
9497824287,NIKKIE / NP Fashion BV,,No
7041413305,NIIT,aaron@vamp.me,No
7357067557,NIGELSTANISLAUS,,No
9757110100,NICOLINASWORLD,,No
7357042228,NICOLE RUTSCH,,No
9787793454,NICOLE GIGER DESIGN & CODING: HEJ,,No
7357042187,NICOLAS STAJIC,,No
7041990293,NICCE,,No
7041862266,NH Hotels,,No
7041198704,NH Hotel Group,,No
14950943827,NGUYEN ANH MEDIA CORPORATION COMPANY,,No
14950916885,NEXT LEVEL GAMING,,No
14951288886,NEXT COLLECTIVE,,No
14950923149,NEXPLAY,,No
10001607802,NEXER Inc.,,No
14950927427,NEWMARK MODELS,,No
7041232765,NEW,anthony@visualamplifiers.com,No
9431102071,NEUBAU Music,,No
8312539407,NEU Apparel,,No
7154345140,NETS,,No
14951334821,NERDUNIT,,No
7357122453,NEONMELLO,,No
7357451697,NENI,,No
14951278748,NEMESIS MODELS,,No
14951266437,NELSON LAUREN P,,No
7041879712,NEEO,,No
7042006280,NEEDaFIXER,,No
7352755377,NE FL Notaries.com,,No
7041890130,NDPMarketing,,No
7041233454,NDN Group,simon@vamp.me,No
7041219173,NDN Group,,No
7748036864,NCSS,,No
7041216643,NBC Universal UK,grant@vamp.me,No
7041236063,"NBC UNIVERSAL MEDIA, LLC",,No
10527412884,NAVER,,No
9101581102,NATASHA ZORYK,,No
14951249011,NATASHA OAKLEY,,No
9771096158,NATASCHAKIMBERLY,,No
7041236586,NASTY GAL INC.,,No
7041218697,NARS Cosmetics,,No
7041206933,NARS (Shiseido Group),nicholas@vamp.me,No
7041195105,NARS,alexandra@vamp.me,No
8145065292,NAPBIZ,,No
7041433920,NAOS / Bioderma,lora@vamp.me,No
6962023604,NAOS,,No
8358264700,NAOS,,No
8358324539,NAOS,,No
8780813915,NANA JUDY,,No
8081352016,NAHMIAS,,No
14951223913,NADIA DAMASO,,No
7041469838,NAC Media,gemma@vamp.me,No
7041577279,NA-KD,,No
7041440920,NA-KD,jordan@vamp.me,No
7041478278,N2N Communications,alexandra@vamp.me,No
7041506898,N26,,No
9643051630,N.D.Promotion,,No
8161206147,N Brown Group,,No
7041536336,Müller UK & Ireland,,No
14950928444,Mørch Fashion,,No
7042006805,Mövenpick Hotels & Resorts,,No
14950894256,Mélanie Johnsson,,No
7357122444,Mädchenkunst,,No
14950919608,Mzcuisine,,No
10358178073,Myyahoo,,No
7352832610,Myvilla Network FZ,,No
7091511897,Myultimatebra,grant@vamp.me,No
14951297452,Mytxo,,No
7357090215,Mysunderlandcottage,,No
11528228495,Mystation,,No
14995561218,Mysite 3,,No
9101581349,Mysite 2,,No
8065507683,Mysite 1,,No
14950891550,Mysite,,No
14951323231,Mysite,,No
7357028166,Mysite,,No
14951309317,Mysite,,No
7357287721,Mysite,,No
10358110289,Mysite,,No
7041906498,Mysite,,No
14950932909,Mysite,,No
11528560761,Mysite,,No
7357060981,Mysite,,No
10358094428,Mysite,,No
7689560172,Mysite,,No
14950891433,Mysite,,No
14951282816,Mysite,,No
7357130394,Mysite,,No
14950902336,Myrealisticrd,,No
7041974429,Myprotein,,No
14950878012,Mylifesamovie,,No
9131725828,Myles Apparel,,No
14951335061,MyleneRosanne,,No
14951337109,Mykenna Dorn,,No
14950943882,Mykaella Carbonera,,No
10053396900,Myhotelmatch,,No
6755203343,Mygobe,,No
14951326539,Myforteisfashion,,No
10190477491,Myfmindia,,No
7220426031,Myfitbox,,No
7041425316,Myer Pty Ltd,,No
11528100891,Myduneland,,No
14950949270,Mydarlingpassport,,No
9101552209,Mybrothersarah,,No
10358036085,Mybce,,No
14951342149,Myasmrapp,,No
10358036051,MyWishBox,,No
7041545096,MyVoucherCodes,,No
7041443164,MyVoucherCodes,grant@vamp.me,No
7041888117,MyTheresa,grant@vamp.me,No
7041544563,MySale,,No
7041240485,MyProtein,grant@vamp.me,No
8488761127,MyPort,,No
9442249219,MyDeal.com.au,lucy@vamp.me,No
7042015115,"MyCompanyWorks, Inc.",,No
14950943829,MyCoach Coaching School Limited,,No
10053357493,My-Elysium,,No
14951285828,My lovely little lunch box,,No
8488419188,My blog Powered by WordPress,,No
14951258928,My blog Powered by WordPress,,No
7357176632,My Wordpress,,No
9794564125,My Wordpress,,No
10358150752,My Wee Folk,,No
7357090229,My Wee Buddy,,No
14951329702,My Website,,No
14951302917,My Way MediaGroup,,No
7357171118,My Voguish Diaries,,No
10389828647,My Tweets,,No
14951310407,My Travel Boektje,,No
7041540383,My Theresa,,No
14950943902,My Texas House,,No
7357176644,My Suitcase Journeys,,No
9101508223,My Style Ideas,,No
9683494262,My Site 3,,No
9101537083,My Site,,No
7352812429,My Site,,No
14950943601,My Site,,No
14951248561,My Showroom blog,,No
7357084319,My Poppet,,No
14951239808,My Pet Agency ©,,No
14951282955,My People Know,,No
7041559069,My Optique Group,,No
14951289441,My Manager,,No
14951273551,My Life On Board,,No
14951329940,My Life Created,,No
14950933888,My Kids Lick The Bowl,,No
7041578084,My Keokeo,,No
8289797247,My Forex Funds,,No
8604462934,My Foodie Box,,No
7357054866,My Food Religion,,No
8065516565,My Food Bag Holdings Limited,,No
14951352120,My Fab Finance,,No
7357061127,My Everyday Table,,No
